customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlyCharge
0991-BRRFB,Male,0,No,No,-0.5851984004382496,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,-0.5105602889699654,874.8,Yes,2.7444444444444445
3882-IYOIJ,Female,0,Yes,Yes,1.125056875803025,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.6780263602488188,6758.45,No,1.9208333333333334
8749-TZYEC,Male,0,Yes,No,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.328164413051698,1874.3,No,0.34444444444444444
1755-FZQEC,Male,0,No,No,0.26992923768238775,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.491020519067978,791.15,No,0.5102564102564102
3115-JPJDD,Female,0,Yes,No,1.0843365120829946,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.5480044001358552,4639.45,No,1.3771186440677967
5600-KTXFM,Male,0,Yes,Yes,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.1724382780983114,143.9,No,34.975
3871-IKPYH,Male,1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.14418772909548702,69.1,Yes,69.1
6319-IEJWJ,Male,0,Yes,Yes,-0.5037576729981889,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8454660631655913,1776.55,Yes,4.51
9025-AOMKI,Female,0,No,No,-1.0738427650786138,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9568064621767214,536.4,Yes,15.591666666666667
6339-TBELP,Male,0,No,No,1.5729808767233588,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.719169491152966,6172.0,No,1.2169014084507044
7964-YESJC,Female,0,Yes,No,-0.3408762181180675,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,0.051127097086184216,1559.45,No,2.7624999999999997
6173-GOLSU,Male,1,Yes,No,1.4100994218432374,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9933659961803764,6079.0,No,1.4126865671641793
5275-SQEIZ,Male,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.534710024134526,80.85,Yes,80.85
7716-YTYHG,Female,0,Yes,Yes,0.6364125111626608,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,0.574593152138513,4029.95,Yes,1.7093749999999999
9938-ZREHM,Female,0,Yes,No,0.18848851024232702,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,0.2438955491054544,2658.4,No,1.9486486486486485
7950-XWOVN,Male,0,No,No,-0.8702409464784621,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,-0.9991286070188055,383.55,No,3.1545454545454548
4390-KYULV,Male,0,Yes,No,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.4694171580658184,51.15,Yes,6.8500000000000005
4647-MUZON,Female,0,Yes,No,-0.5851984004382496,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0365727181846955,1745.5,No,5.330555555555556
9702-AIUJO,Male,0,Yes,Yes,0.7178532386027215,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.6634456129852487,2230.85,No,0.8959999999999999
8849-PRIQJ,Female,0,Yes,Yes,1.4100994218432374,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.4835961112293827,7281.6,No,1.6328358208955225
8851-RAGOV,Female,0,Yes,No,-0.30015585439803716,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.2089978121019659,1837.7,No,2.842
1304-NECVQ,Female,1,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.4582673621268844,149.55,Yes,39.275
5396-IZEPB,Male,0,No,No,-0.9516816739185228,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.4976677070686424,180.7,No,2.1888888888888887
1729-VLAZJ,Female,0,No,Yes,-0.9109613101984924,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,-0.8146691400003658,411.45,No,4.025
8285-ABVLB,Female,0,Yes,No,1.5322605130033284,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4926823160681442,1328.35,No,0.2835714285714286
0701-TJSEF,Male,0,No,No,-0.9516816739185228,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.11593718009266311,576.95,No,7.583333333333333
5712-VBOXD,Female,0,No,No,-1.1552834925186746,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.4827115340671475,68.45,No,5.0375
6629-LADHQ,Female,0,No,No,-1.2367242199587352,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.4590445819648154,123.05,No,25.475
8945-GRKHX,Female,0,No,Yes,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.4615909561272169,78.65,Yes,78.65
1559-DTODC,Male,0,No,No,-0.5444780367182193,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.3165318340505352,468.35,No,1.3236842105263158
4797-MIWUM,Male,0,Yes,Yes,-1.0331224013585834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.479387940066815,174.7,No,2.892857142857143
6959-UWKHF,Male,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.7265938989915613,42.9,Yes,42.9
8720-RQSBJ,Male,1,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6900343649879066,44.0,No,44.0
4537-CIBHB,Female,0,Yes,Yes,-0.9516816739185228,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.479387940066815,172.35,No,2.25
3815-SLMEF,Female,0,No,No,-1.1960038562387048,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,-1.0140847800203006,139.35,Yes,11.416666666666666
5154-VEKBL,Female,0,No,No,-0.9516816739185228,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,-0.2081132349397309,539.85,Yes,6.5
4324-AHJKS,Female,0,No,No,-1.1145631287986442,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-0.29785027294870164,300.4,No,11.16
4355-CVPVS,Female,0,Yes,Yes,0.9621754209229036,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),0.8022593411612722,4968.0,No,1.5875000000000001
4495-LHSSK,Female,0,No,Yes,-0.5851984004382496,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.23636378394255506,992.7,No,3.2027777777777775
5655-JSMZM,Male,1,No,No,0.6771328748826912,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.044881703185526,4718.25,Yes,1.963265306122449
5915-ANOEI,Male,0,Yes,No,1.5322605130033284,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.47820892612887816,5536.5,No,1.1307142857142858
9861-PDSZP,Female,0,No,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.438727592224897,7806.6,No,1.5006944444444443
4505-EXZHB,Female,1,No,No,-1.0738427650786138,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.32033821111309646,434.1,Yes,12.4
7225-CBZPL,Male,1,Yes,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9983513871808745,1563.9,No,5.576470588235294
6704-UTUKK,Male,0,Yes,No,-0.13727439951791576,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.626886078981594,1332.4,No,1.5827586206896551
4587-VVTOX,Female,0,Yes,No,-1.0738427650786138,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3473287572157604,545.2,Yes,17.55
2019-HDCZY,Male,0,Yes,No,1.247217966963116,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,1.2575917192067896,6296.75,No,1.6285714285714286
4652-NNHNY,Male,0,Yes,No,-0.6666391278783103,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3020584441112687,1284.2,Yes,4.615625
8788-DOXSU,Male,0,No,No,1.0843365120829946,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),-0.11339080593026184,3645.5,No,1.0398305084745763
7404-JLKQG,Female,0,No,No,-1.1960038562387048,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,-0.23968737794288733,161.45,No,19.183333333333334
7421-ZLUPA,Female,0,No,No,-0.9924020376385531,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-1.1802644800369129,226.95,No,3.65625
8972-HJWNV,Female,1,Yes,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6576830021468192,646.85,Yes,12.078571428571427
3274-NSDWE,Female,0,No,No,1.4508197855632678,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5009913010689746,1441.65,No,0.2882352941176471
2632-IVXVF,Female,0,Yes,Yes,1.4508197855632678,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.5617005702371902,7511.3,No,1.6433823529411764
3692-JHONH,Female,1,Yes,No,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.3872118852197473,5621.85,No,2.048076923076923
8915-NNTRC,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.4270950132237343,7919.8,No,1.4958333333333333
5914-GXMDA,Female,0,Yes,No,-0.015113308357824713,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5109620830699715,593.2,No,0.603125
7463-IFMQU,Female,0,Yes,No,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4860351280674797,1423.65,No,0.27847222222222223
2920-RNCEZ,Male,0,Yes,Yes,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.1724382780983114,69.95,No,69.95
2541-YGPKE,Male,0,Yes,Yes,0.3920903288424788,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),-0.035286346922454,2763.35,No,1.5166666666666668
8515-OCTJS,Female,0,No,No,-0.30015585439803716,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.329826210051864,692.1,Yes,0.99
5382-TEMLV,Male,0,No,No,0.5142514200025698,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.4607063789649817,2298.55,No,1.1311111111111112
3441-CGZJH,Female,0,Yes,Yes,0.43281069256250915,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),-0.14496494893341827,2640.55,No,1.4046511627906977
9592-ERDKV,Male,0,Yes,No,0.18848851024232702,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,0.4815325201292102,2911.8,No,2.141891891891892
2860-RANUS,Female,1,No,No,-0.5037576729981889,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6992279271509723,1727.5,Yes,4.29
5261-QSHQM,Female,0,No,No,-1.1552834925186746,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3397969920528607,86.6,Yes,6.1125
4778-IZARL,Male,0,Yes,No,1.247217966963116,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.506861269231708,6705.7,No,1.7476190476190476
0432-CAJZV,Male,0,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.8620840331672525,237.65,No,30.233333333333334
7008-LZVOZ,Male,0,Yes,Yes,1.369379058123207,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3115464430500368,1672.35,No,0.38333333333333336
8868-WOZGU,Male,0,No,No,-0.1779947632379461,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3606231332170895,2979.5,Yes,3.775
1200-TUZHR,Female,1,No,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6792863631489789,695.75,No,10.65
9365-CSLBQ,Male,0,No,Yes,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.343120586053193,1654.6,No,0.3429577464788733
1334-FJSVR,Male,0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3464441800535252,24.25,Yes,24.25
5884-FBCTL,Female,0,Yes,Yes,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3181936310507012,1857.85,No,0.34861111111111115
7130-CTCUS,Male,1,Yes,No,-0.6666391278783103,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.3393951979528547,825.1,No,3.409375
6242-FEGFD,Male,0,Yes,No,1.369379058123207,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,1.0581760791868549,6424.25,No,1.4636363636363636
7625-XCQRH,Female,0,No,No,-0.8702409464784621,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.39013368512007346,837.95,Yes,6.954545454545454
6194-HBGQN,Male,0,No,No,0.758573602322752,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.544680806135523,4126.2,No,1.5911764705882354
7634-WSWDB,Female,0,No,Yes,-0.9924020376385531,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.8728320350061801,330.8,No,4.8125
6986-IXNDM,Male,0,No,No,-0.748079855318371,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9352031011745621,1337.45,No,6.635714285714286
1731-TVIUK,Female,0,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.9551446651765553,362.2,Yes,23.375
2987-BJXIK,Female,0,No,No,1.5322605130033284,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,0.6626683931473177,5991.05,No,1.21
9769-TSBZE,Female,0,No,Yes,1.5322605130033284,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,0.04115631508518757,4891.5,No,0.9428571428571428
0406-BPDVR,Female,1,Yes,No,0.880734693482843,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.221032185203135,5373.1,Yes,1.8796296296296295
0618-XWMSS,Male,0,No,Yes,-0.1779947632379461,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.33695618111475767,2068.55,Yes,2.6750000000000003
1395-WSWXR,Male,0,No,No,-0.3408762181180675,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.462769970065154,487.05,No,0.8645833333333334
6023-GSSXW,Female,0,Yes,No,1.4915401492832983,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),-0.11006721192992953,4131.2,No,0.8905797101449275
6752-APNJL,Male,0,Yes,Yes,0.3920903288424788,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.3410569949530208,2301.15,No,1.2976190476190477
5276-KQWHG,Female,1,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16080569909714826,131.65,Yes,34.8
0420-HLGXF,Female,1,No,No,0.26992923768238775,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1628692901973208,4036.0,No,2.5576923076923075
7446-KQISO,Male,0,Yes,Yes,0.5142514200025698,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.4952286902305454,4900.65,No,2.438888888888889
9823-EALYC,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.534710024134526,5727.45,No,1.1229166666666666
0582-AVCLN,Female,0,No,No,0.22920887396235737,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.477726143066649,743.05,No,0.5342105263157895
5803-NQJZO,Male,0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.10098100709116792,4804.65,No,0.9416666666666667
2565-JSLRY,Male,0,No,No,-1.2774445836787656,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.3530913680541898,24.05,Yes,24.05
2607-DHDAK,Male,0,Yes,Yes,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4943441130683104,1414.65,No,0.275
1073-XXCZD,Male,0,Yes,No,0.9214550572028734,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.2982520670487077,1443.65,No,0.4672727272727273
0743-HRVFF,Female,0,Yes,Yes,0.758573602322752,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,-0.28621769394753876,2898.95,No,1.1009803921568626
4006-HKYHO,Male,0,No,No,1.247217966963116,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7291402731539627,5309.5,No,1.3761904761904762
3727-JEZTU,Female,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4744025490663168,20.4,No,20.4
8143-ETQTI,Female,0,Yes,Yes,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4993295040688086,451.55,No,0.8543478260869565
6689-KXGBO,Female,0,No,No,-1.2774445836787656,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.47233895796614456,50.55,Yes,50.55
9667-TKTVZ,Female,0,No,No,-1.2367242199587352,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.34604238595351905,117.05,No,27.175
3657-COGMW,Female,1,No,No,0.7992939660427822,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1.440389389225063,5839.3,No,2.0788461538461536
8570-KLJYJ,Female,0,No,No,0.14776814652229667,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,-0.3427187919531868,1893.5,No,1.5125000000000002
7754-IXRMC,Female,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6451658459834212,45.35,No,45.35
9473-CBZOP,Female,0,No,No,-0.1779947632379461,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,-0.19149526493806968,1654.45,No,2.107142857142857
2969-WGHQO,Female,0,Yes,Yes,-1.0331224013585834,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,0.15582030809665018,477.05,No,9.921428571428573
6615-NGGZJ,Male,0,No,No,-0.748079855318371,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1894580421999785,1415.55,Yes,7.182142857142857
4334-HOWRP,Male,1,Yes,No,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.006258578081699082,4546.0,No,0.9020833333333333
4255-DDUOU,Female,0,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4710789550659844,20.5,Yes,20.5
5863-OOKCL,Female,0,No,No,-0.9109613101984924,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5259182560714666,163.2,No,1.8850000000000002
1686-STUHN,Male,0,No,No,0.3920903288424788,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4943441130683104,849.9,No,0.4714285714285714
1329-VHWNP,Female,0,No,No,-1.0331224013585834,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.3198554280508674,189.95,No,3.5785714285714287
2984-MIIZL,Male,0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.33363258711442517,321.9,Yes,18.7
0266-GMEAO,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.6464522172456624,8058.55,No,1.5875
5590-YRFJT,Female,0,Yes,No,-0.5037576729981889,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3397969920528607,482.8,Yes,1.2225
5574-NXZIU,Male,0,No,No,1.247217966963116,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.476948923228718,7049.75,No,1.7333333333333334
0019-GFNTW,Female,0,No,No,0.9621754209229036,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),-0.6551366279844181,2560.1,No,0.8044642857142856
4256-ZWTZI,Female,0,No,Yes,-1.1145631287986442,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.4573827849646494,286.8,No,10.2
8309-PPCED,Female,0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5184938482328711,7982.5,No,1.5340277777777778
4098-NAUKP,Male,1,Yes,Yes,1.4508197855632678,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6610065961471517,5683.6,No,1.2448529411764706
5196-WPYOW,Male,0,Yes,Yes,1.4100994218432374,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,-0.15659752793458118,3994.05,No,0.8962686567164179
4608-LCIMN,Male,0,Yes,Yes,-0.9924020376385531,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6684310039857471,369.15,No,5.58125
1485-YDHMM,Male,0,Yes,Yes,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9468356801757247,4631.7,No,1.7932692307692308
4054-CUMIA,Female,0,Yes,Yes,-0.5851984004382496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.479387940066815,401.95,No,1.125
0603-TPMIB,Female,0,Yes,Yes,1.0843365120829946,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3065610520495383,1534.05,No,0.4313559322033898
2525-GVKQU,Female,0,No,No,1.125056875803025,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4677553610656522,1093.0,No,0.3433333333333334
8161-QYMTT,Male,0,No,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9750862291785486,701.3,No,13.442857142857141
9581-GVBXT,Male,0,Yes,Yes,1.0843365120829946,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,-0.9958050130184734,1980.3,No,0.5898305084745762
5862-BRIXZ,Male,0,No,No,0.5549717837226001,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),-0.13333236993225536,2893.4,No,1.3206521739130435
5404-GGUKR,Male,0,No,No,-1.1145631287986442,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.44575020596348647,262.3,No,10.27
3308-JSGML,Male,1,Yes,No,1.0843365120829946,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),-0.023653767921291324,3886.85,No,1.085593220338983
2126-GSEGL,Female,0,Yes,No,1.5322605130033284,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6659919871476498,5917.55,No,1.2114285714285713
3677-TNKIO,Female,0,No,No,-0.748079855318371,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.2073360151017999,914.0,Yes,5.071428571428571
0440-QEXBZ,Female,0,No,No,0.47353105628253944,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4856333339674735,2139.1,No,1.1397727272727272
2434-EEVDB,Female,0,Yes,No,1.2879383306831464,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),0.9917041991802098,5948.7,No,1.478125
6762-QVYJO,Female,0,Yes,Yes,1.0436161483629645,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,-0.16656830993557784,3624.35,No,1.0301724137931034
